tecnico_id,vivienda_id,fecha_asignacion
3,SIM-2025-0633,28-08-2026
2,SIM-2025-0635,28-08-2026
4,SIM-2026-0637,28-08-2026
6,SIM-2025-0638,28-08-2026
1,SIM-2025-0641,28-08-2026
1,SIM-2025-0642,28-08-2026
1,SIM-2025-0648,28-08-2026
3,SIM-2024-0650,28-08-2026
1,SIM-2025-0651,28-08-2026
1,SIM-2025-0653,28-08-2026
1,SIM-2026-0660,28-08-2026
1,SIM-2025-0662,28-08-2026
1,SIM-2026-0664,28-08-2026
4,SIM-2026-0666,28-08-2026
5,SIM-2026-0667,28-08-2026
3,SIM-2026-0671,28-08-2026
1,SIM-2025-0674,28-08-2026
3,SIM-2025-0677,28-08-2026
2,SIM-2025-0678,28-08-2026
1,SIM-2024-0679,28-08-2026
1,SIM-2026-0682,28-08-2026
1,SIM-2025-0683,28-08-2026
3,SIM-2025-0686,28-08-2026
1,SIM-2026-0692,28-08-2026
6,SIM-2025-0696,28-08-2026
1,SIM-2026-0697,28-08-2026
3,SIM-2026-0698,28-08-2026
1,SIM-2025-0701,28-08-2026
1,SIM-2026-0704,28-08-2026
1,SIM-2025-0707,28-08-2026
1,SIM-2024-0711,28-08-2026
2,SIM-2024-0712,28-08-2026
1,SIM-2026-0713,28-08-2026
3,SIM-2026-0716,28-08-2026
2,SIM-2025-0719,28-08-2026
5,SIM-2025-0722,28-08-2026
4,SIM-2024-0723,28-08-2026
3,SIM-2026-0725,28-08-2026
5,SIM-2026-0729,28-08-2026
4,SIM-2026-0735,28-08-2026
3,SIM-2026-0736,28-08-2026
1,SIM-2025-0737,28-08-2026
2,SIM-2025-0740,28-08-2026
1,SIM-2026-0742,28-08-2026
1,SIM-2026-0744,28-08-2026
5,SIM-2023-0752,28-08-2026
3,SIM-2026-0753,28-08-2026
2,SIM-2025-0755,28-08-2026
2,SIM-2026-0756,28-08-2026
3,SIM-2025-0757,28-08-2026
1,SIM-2026-0759,28-08-2026
1,SIM-2026-0760,28-08-2026
5,SIM-2025-0769,28-08-2026
2,SIM-2025-0771,28-08-2026
3,SIM-2026-0773,28-08-2026
1,SIM-2025-0774,28-08-2026
1,SIM-2026-0776,28-08-2026
1,SIM-2025-0777,28-08-2026
6,SIM-2025-0778,28-08-2026
3,SIM-2026-0780,28-08-2026
4,SIM-2026-0782,28-08-2026
4,SIM-2026-0790,28-08-2026
5,SIM-2025-0793,28-08-2026
1,SIM-2026-0798,28-08-2026
1,SIM-2026-0799,28-08-2026
5,SIM-2025-0800,28-08-2026
6,SIM-2024-0801,28-08-2026
1,SIM-2025-0802,28-08-2026
2,SIM-2025-0806,28-08-2026
2,SIM-2026-0809,28-08-2026
1,SIM-2026-0823,28-08-2026
2,SIM-2025-0825,28-08-2026
1,SIM-2026-0826,28-08-2026
1,SIM-2025-0830,28-08-2026
3,SIM-2026-0832,28-08-2026
6,SIM-2024-0837,28-08-2026
1,SIM-2026-0838,28-08-2026
1,SIM-2024-0843,28-08-2026
2,SIM-2026-0845,28-08-2026
5,SIM-2025-0847,28-08-2026
3,SIM-2026-0849,28-08-2026
3,SIM-2025-0853,28-08-2026
4,SIM-2024-0855,28-08-2026
1,SIM-2025-0858,28-08-2026
2,SIM-2025-0859,28-08-2026
1,SIM-2025-0860,28-08-2026
4,SIM-2026-0862,28-08-2026
1,SIM-2026-0867,28-08-2026
1,SIM-2026-0868,28-08-2026
1,SIM-2026-0869,28-08-2026
1,SIM-2026-0875,28-08-2026
1,SIM-2024-0878,28-08-2026
1,SIM-2025-0885,28-08-2026
1,SIM-2024-0887,28-08-2026
2,SIM-2026-0890,28-08-2026
1,SIM-2025-0898,28-08-2026
1,SIM-2024-0900,28-08-2026
3,SIM-2025-0913,28-08-2026
4,SIM-2025-0914,28-08-2026
1,SIM-2025-0923,28-08-2026
2,SIM-2026-0926,28-08-2026
4,SIM-2025-0927,28-08-2026
6,SIM-2026-0930,28-08-2026
1,SIM-2025-0932,28-08-2026
2,SIM-2026-0933,28-08-2026
1,SIM-2026-0936,28-08-2026
1,SIM-2025-0940,28-08-2026
1,SIM-2025-0941,28-08-2026
2,SIM-2026-0942,28-08-2026
1,SIM-2025-0943,28-08-2026
4,SIM-2025-0944,28-08-2026
2,SIM-2025-0945,28-08-2026
1,SIM-2026-0950,28-08-2026
1,SIM-2026-0951,28-08-2026
1,SIM-2026-0956,28-08-2026
2,SIM-2025-0964,28-08-2026
4,SIM-2025-0966,28-08-2026
2,SIM-2025-0973,28-08-2026
5,SIM-2023-0977,28-08-2026
1,SIM-2025-0979,28-08-2026
1,SIM-2025-0987,28-08-2026
3,SIM-2026-0988,28-08-2026
4,SIM-2025-0989,28-08-2026
1,SIM-2026-0992,28-08-2026
2,SIM-2026-1003,28-08-2026
2,SIM-2026-1004,28-08-2026
2,SIM-2025-1005,28-08-2026
6,SIM-2023-1009,28-08-2026
2,SIM-2025-1010,28-08-2026
1,SIM-2026-1016,28-08-2026
4,SIM-2026-1025,28-08-2026
4,SIM-2023-1026,28-08-2026
1,SIM-2026-1029,28-08-2026
2,SIM-2026-1032,28-08-2026
1,SIM-2026-1033,28-08-2026
1,SIM-2026-1034,28-08-2026
1,SIM-2024-1036,28-08-2026
2,SIM-2025-1038,28-08-2026
5,SIM-2026-1039,28-08-2026
1,SIM-2025-1044,28-08-2026
1,SIM-2025-1046,28-08-2026
2,SIM-2025-1047,28-08-2026
1,SIM-2026-1048,28-08-2026
1,SIM-2025-1050,28-08-2026
2,SIM-2026-1053,28-08-2026
1,SIM-2025-1058,28-08-2026
3,SIM-2023-1065,28-08-2026
1,SIM-2025-1066,28-08-2026
2,SIM-2026-1069,28-08-2026
3,SIM-2026-1072,28-08-2026
1,SIM-2026-1073,28-08-2026
4,SIM-2025-1075,28-08-2026
1,SIM-2025-1076,28-08-2026
6,SIM-2025-1078,28-08-2026
1,SIM-2024-1086,28-08-2026
1,SIM-2026-1087,28-08-2026
1,SIM-2026-1090,28-08-2026
1,SIM-2025-1092,28-08-2026
1,SIM-2026-1093,28-08-2026
1,SIM-2025-1094,28-08-2026
6,SIM-2023-1096,28-08-2026
2,SIM-2025-1097,28-08-2026
6,SIM-2025-1100,28-08-2026
6,SIM-2025-1102,28-08-2026
4,SIM-2026-1103,28-08-2026
1,SIM-2025-1109,28-08-2026
5,SIM-2025-1110,28-08-2026
1,SIM-2026-1111,28-08-2026
1,SIM-2026-1112,28-08-2026
3,SIM-2026-1114,28-08-2026
5,SIM-2023-1118,28-08-2026
4,SIM-2025-1120,28-08-2026
5,SIM-2026-1126,28-08-2026
1,SIM-2025-1131,28-08-2026
1,SIM-2026-1135,28-08-2026
1,SIM-2025-1136,28-08-2026
1,SIM-2025-1137,28-08-2026
1,SIM-2026-1141,28-08-2026
3,SIM-2026-1142,28-08-2026
2,SIM-2025-1145,28-08-2026
1,SIM-2025-1148,28-08-2026
1,SIM-2025-1149,28-08-2026
4,SIM-2026-1153,28-08-2026
3,SIM-2026-1155,28-08-2026
1,SIM-2026-1161,28-08-2026
5,SIM-2026-1162,28-08-2026
1,SIM-2025-1164,28-08-2026
5,SIM-2025-1166,28-08-2026
1,SIM-2026-1169,28-08-2026
2,SIM-2026-1171,28-08-2026
5,SIM-2025-1174,28-08-2026
6,SIM-2026-1175,28-08-2026
1,SIM-2025-1181,28-08-2026
4,SIM-2026-1182,28-08-2026
3,SIM-2026-1183,28-08-2026
5,SIM-2024-1184,28-08-2026
5,SIM-2026-1187,28-08-2026
2,SIM-2026-1190,28-08-2026
4,SIM-2025-1193,28-08-2026
1,SIM-2025-1195,28-08-2026
1,SIM-2026-1196,28-08-2026
6,SIM-2026-1198,28-08-2026
1,SIM-2026-1202,28-08-2026
1,SIM-2025-1205,28-08-2026
1,SIM-2024-1207,28-08-2026
1,SIM-2026-1210,28-08-2026
2,SIM-2025-1215,28-08-2026
6,SIM-2026-1218,28-08-2026
3,SIM-2026-1221,28-08-2026
4,SIM-2025-1222,28-08-2026
1,SIM-2024-1224,28-08-2026
6,SIM-2026-1227,28-08-2026
1,SIM-2026-1229,28-08-2026
1,SIM-2026-1235,28-08-2026
1,SIM-2025-1238,28-08-2026
3,SIM-2025-1244,28-08-2026
3,SIM-2026-1245,28-08-2026
1,SIM-2024-1249,28-08-2026
1,SIM-2026-1250,28-08-2026
1,SIM-2025-1254,28-08-2026
1,SIM-2026-1257,28-08-2026
1,SIM-2025-1259,28-08-2026
2,SIM-2026-1262,28-08-2026
1,SIM-2026-1267,28-08-2026
1,SIM-2025-1269,28-08-2026
1,SIM-2025-1270,28-08-2026
3,SIM-2026-1274,28-08-2026
2,SIM-2026-1275,28-08-2026
1,SIM-2026-1281,28-08-2026
2,SIM-2026-1283,28-08-2026
4,SIM-2025-1284,28-08-2026
1,SIM-2025-1297,28-08-2026
6,SIM-2026-1300,28-08-2026
2,SIM-2025-1302,28-08-2026
2,SIM-2026-1305,28-08-2026
1,SIM-2025-1307,28-08-2026
3,SIM-2023-1308,28-08-2026
3,SIM-2026-1309,28-08-2026
1,SIM-2026-1310,28-08-2026
4,SIM-2025-1311,28-08-2026
3,SIM-2026-1313,28-08-2026
1,SIM-2025-1318,28-08-2026
3,SIM-2025-1319,28-08-2026
1,SIM-2025-1324,28-08-2026
3,SIM-2025-1325,28-08-2026
1,SIM-2025-1327,28-08-2026
1,SIM-2026-1329,28-08-2026
2,SIM-2025-1330,28-08-2026
6,SIM-2025-1332,28-08-2026
1,SIM-2026-1333,28-08-2026
1,SIM-2024-1334,28-08-2026
3,SIM-2026-1336,28-08-2026
6,SIM-2026-1338,28-08-2026
2,SIM-2024-1339,28-08-2026
1,SIM-2025-1341,28-08-2026
5,SIM-2025-1343,28-08-2026
5,SIM-2026-1344,28-08-2026
1,SIM-2025-1346,28-08-2026
1,SIM-2025-1349,28-08-2026
1,SIM-2026-1352,28-08-2026
1,SIM-2025-1353,28-08-2026
1,SIM-2025-1354,28-08-2026
3,SIM-2024-1357,28-08-2026
1,SIM-2025-1361,28-08-2026
1,SIM-2025-1362,28-08-2026
6,SIM-2026-1367,28-08-2026
4,SIM-2024-1368,28-08-2026
1,SIM-2025-1374,28-08-2026
5,SIM-2025-1378,28-08-2026
3,SIM-2026-1380,28-08-2026
6,SIM-2025-1381,28-08-2026
3,SIM-2026-1382,28-08-2026
1,SIM-2025-1383,28-08-2026
1,SIM-2025-1384,28-08-2026
1,SIM-2024-1385,28-08-2026
1,SIM-2025-1389,28-08-2026
4,SIM-2025-1390,28-08-2026
5,SIM-2025-1394,28-08-2026
1,SIM-2026-1395,28-08-2026
3,SIM-2026-1409,28-08-2026
4,SIM-2026-1412,28-08-2026
5,SIM-2026-1415,28-08-2026
4,SIM-2025-1418,28-08-2026
3,SIM-2025-1419,28-08-2026
1,SIM-2026-1422,28-08-2026
1,SIM-2026-1424,28-08-2026
6,SIM-2025-1426,28-08-2026
4,SIM-2025-1427,28-08-2026
1,SIM-2024-1436,28-08-2026
1,SIM-2025-1437,28-08-2026
1,SIM-2026-1440,28-08-2026
1,SIM-2025-1441,28-08-2026
5,SIM-2025-1443,28-08-2026
4,SIM-2025-1444,28-08-2026
5,SIM-2025-1448,28-08-2026
1,SIM-2023-1451,28-08-2026
3,SIM-2026-1454,28-08-2026
1,SIM-2025-1455,28-08-2026
4,SIM-2026-1456,28-08-2026
1,SIM-2026-1458,28-08-2026
3,SIM-2025-1460,28-08-2026
3,SIM-2026-1461,28-08-2026
1,SIM-2025-1462,28-08-2026
3,SIM-2025-1463,28-08-2026
5,SIM-2025-1466,28-08-2026
3,SIM-2025-1468,28-08-2026
2,SIM-2026-1469,28-08-2026
1,SIM-2025-1479,28-08-2026
4,SIM-2025-1484,28-08-2026
1,SIM-2026-1486,28-08-2026
3,SIM-2025-1487,28-08-2026
4,SIM-2025-1489,28-08-2026
2,SIM-2026-1491,28-08-2026
1,SIM-2025-1494,28-08-2026
1,SIM-2025-1500,28-08-2026
3,SIM-2025-1504,28-08-2026
1,SIM-2025-1505,28-08-2026
1,SIM-2025-1508,28-08-2026
5,SIM-2026-1510,28-08-2026
1,SIM-2026-1512,28-08-2026
3,SIM-2025-1513,28-08-2026
3,SIM-2026-1514,28-08-2026
1,SIM-2026-1517,28-08-2026
1,SIM-2025-1519,28-08-2026
6,SIM-2025-1522,28-08-2026
4,SIM-2025-1524,28-08-2026
6,SIM-2026-1532,28-08-2026
1,SIM-2025-1535,28-08-2026
2,SIM-2026-1536,28-08-2026
1,SIM-2025-1548,28-08-2026
1,SIM-2026-1550,28-08-2026
1,SIM-2026-1551,28-08-2026
2,SIM-2025-1553,28-08-2026
1,SIM-2026-1554,28-08-2026
6,SIM-2025-1555,28-08-2026
1,SIM-2026-1562,28-08-2026
1,SIM-2026-1563,28-08-2026
1,SIM-2026-1568,28-08-2026
4,SIM-2026-1571,28-08-2026
3,SIM-2026-1574,28-08-2026
2,SIM-2025-1577,28-08-2026
1,SIM-2023-1582,28-08-2026
3,SIM-2026-1586,28-08-2026
1,SIM-2026-1588,28-08-2026
1,SIM-2025-1591,28-08-2026
1,SIM-2026-1594,28-08-2026
1,SIM-2026-1596,28-08-2026
3,SIM-2026-1601,28-08-2026
5,SIM-2026-1606,28-08-2026
6,SIM-2025-1607,28-08-2026
4,SIM-2025-1609,28-08-2026
1,SIM-2026-1615,28-08-2026
2,SIM-2025-1617,28-08-2026
1,SIM-2025-1618,28-08-2026
6,SIM-2025-1620,28-08-2026
2,SIM-2026-1622,28-08-2026
1,SIM-2025-1623,28-08-2026
3,SIM-2025-1624,28-08-2026
1,SIM-2025-1626,28-08-2026
1,SIM-2024-1627,28-08-2026
1,SIM-2025-1629,28-08-2026
1,SIM-2025-1631,28-08-2026
1,SIM-2023-1634,28-08-2026
1,SIM-2025-1635,28-08-2026
5,SIM-2026-1638,28-08-2026
4,SIM-2026-1639,28-08-2026
1,SIM-2026-1640,28-08-2026
4,SIM-2025-1641,28-08-2026
5,SIM-2025-1645,28-08-2026
6,SIM-2026-1649,28-08-2026
3,SIM-2025-1650,28-08-2026
1,SIM-2026-1651,28-08-2026
6,SIM-2026-1661,28-08-2026
1,SIM-2025-1671,28-08-2026
3,SIM-2026-1681,28-08-2026
6,SIM-2026-1682,28-08-2026
2,SIM-2025-1683,28-08-2026
4,SIM-2024-1685,28-08-2026
1,SIM-2025-1688,28-08-2026
6,SIM-2025-1691,28-08-2026
5,SIM-2026-1693,28-08-2026
4,SIM-2026-1697,28-08-2026
1,SIM-2025-1698,28-08-2026
1,SIM-2025-1699,28-08-2026
1,SIM-2026-1705,28-08-2026
1,SIM-2026-1706,28-08-2026
1,SIM-2026-1708,28-08-2026
3,SIM-2025-1722,28-08-2026
1,SIM-2026-1724,28-08-2026
6,SIM-2026-1726,28-08-2026
1,SIM-2026-1727,28-08-2026
1,SIM-2025-1728,28-08-2026
6,SIM-2026-1736,28-08-2026
1,SIM-2026-1737,28-08-2026
1,SIM-2026-1739,28-08-2026
3,SIM-2025-1740,28-08-2026
5,SIM-2025-1741,28-08-2026
2,SIM-2026-1742,28-08-2026
3,SIM-2024-1743,28-08-2026
3,SIM-2025-1745,28-08-2026
3,SIM-2026-1747,28-08-2026
2,SIM-2025-1749,28-08-2026
1,SIM-2026-1750,28-08-2026
2,SIM-2025-1753,28-08-2026
5,SIM-2026-1754,28-08-2026
1,SIM-2025-1755,28-08-2026
1,SIM-2025-1756,28-08-2026
1,SIM-2025-1760,28-08-2026
5,SIM-2026-1768,28-08-2026
3,SIM-2025-1769,28-08-2026
1,SIM-2026-1770,28-08-2026
4,SIM-2025-1771,28-08-2026
1,SIM-2025-1773,28-08-2026
3,SIM-2026-1780,28-08-2026
1,SIM-2025-1783,28-08-2026
3,SIM-2026-1785,28-08-2026
2,SIM-2024-1786,28-08-2026
3,SIM-2026-1788,28-08-2026
1,SIM-2025-1789,28-08-2026
1,SIM-2026-1791,28-08-2026
1,SIM-2025-1792,28-08-2026
5,SIM-2025-1795,28-08-2026
1,SIM-2023-1798,28-08-2026
3,SIM-2025-1800,28-08-2026
1,SIM-2026-1802,28-08-2026
4,SIM-2026-1804,28-08-2026
4,SIM-2026-1809,28-08-2026
2,SIM-2026-1814,28-08-2026
2,SIM-2026-1815,28-08-2026
4,SIM-2025-1818,28-08-2026
2,SIM-2025-1819,28-08-2026
3,SIM-2025-1821,28-08-2026
5,SIM-2025-1824,28-08-2026
4,SIM-2026-1825,28-08-2026
1,SIM-2025-1829,28-08-2026
5,SIM-2026-1835,28-08-2026
1,SIM-2026-1842,28-08-2026
2,SIM-2025-1844,28-08-2026
5,SIM-2026-1845,28-08-2026
1,SIM-2024-1846,28-08-2026
4,SIM-2025-1851,28-08-2026
1,SIM-2026-1853,28-08-2026
2,SIM-2023-1855,28-08-2026
1,SIM-2026-1859,28-08-2026
3,SIM-2026-1862,28-08-2026
4,SIM-2025-1865,28-08-2026
5,SIM-2026-1866,28-08-2026
1,SIM-2025-1874,28-08-2026
1,SIM-2026-1875,28-08-2026
3,SIM-2026-1879,28-08-2026
1,SIM-2026-1884,28-08-2026
2,SIM-2026-1887,28-08-2026
1,SIM-2025-1890,28-08-2026
1,SIM-2026-1892,28-08-2026
2,SIM-2026-1893,28-08-2026
4,SIM-2026-1896,28-08-2026
1,SIM-2025-1897,28-08-2026
1,SIM-2025-1900,28-08-2026
1,SIM-2026-1906,28-08-2026
1,SIM-2025-1908,28-08-2026
2,SIM-2026-1912,28-08-2026
2,SIM-2024-1915,28-08-2026
1,SIM-2025-1917,28-08-2026
1,SIM-2026-1920,28-08-2026
3,SIM-2025-1922,28-08-2026
1,SIM-2026-1925,28-08-2026
6,SIM-2025-1930,28-08-2026
5,SIM-2026-1934,28-08-2026
6,SIM-2026-1935,28-08-2026
1,SIM-2026-1938,28-08-2026
3,SIM-2026-1939,28-08-2026
3,SIM-2026-1942,28-08-2026
1,SIM-2026-1943,28-08-2026
6,SIM-2025-1944,28-08-2026
1,SIM-2026-1946,28-08-2026
2,SIM-2025-1948,28-08-2026
1,SIM-2026-1949,28-08-2026
3,SIM-2024-1950,28-08-2026
1,SIM-2026-1951,28-08-2026
1,SIM-2026-1955,28-08-2026
1,SIM-2025-1959,28-08-2026
3,SIM-2026-1960,28-08-2026
6,SIM-2023-1963,28-08-2026
2,SIM-2026-1968,28-08-2026
2,SIM-2025-1969,28-08-2026
5,SIM-2026-1971,28-08-2026
3,SIM-2025-1972,28-08-2026
1,SIM-2026-1975,28-08-2026
1,SIM-2025-1976,28-08-2026
3,SIM-2026-1977,28-08-2026
